Id,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,Neighborhood,HouseStyle,GarageType,ExterQual,KitchenQual,CentralAir,LotFrontage,MasVnrArea,SalePrice
319,11494,8,5,2021,2022,747,884,0,867,2,0,3,8,1,1,201,172,81,0,Somerst,1Story,CarPort,Gd,Gd,Y,109.05972201291634,468.0,152834.0
320,11514,3,5,1923,1948,954,787,0,769,3,1,5,8,1,0,0,276,141,0,Mitchel,1.5Fin,Detchd,Ex,Ex,Y,84.92367866289119,351.0,199546.0
321,8911,8,6,2017,2022,145,992,507,1499,1,1,1,3,1,2,582,0,154,0,Mitchel,SLvl,Detchd,Fa,TA,Y,69.01485708179256,0.0,227867.0
322,6254,1,6,2005,2020,689,722,0,703,1,1,2,6,0,2,567,29,0,0,BrkSide,2Story,,Gd,TA,Y,74.13361959430469,381.0,77474.0
323,9230,5,6,1972,1985,897,1231,0,1214,1,1,2,6,0,3,878,22,2,0,Timber,SFoyer,Attchd,Gd,TA,Y,,0.0,170771.0
324,6830,4,2,1925,1965,1268,1441,987,2408,2,0,2,7,1,3,840,0,0,0,Sawyer,1Story,Attchd,TA,TA,Y,100.14218870713606,156.0,227126.0
325,13227,5,3,1919,1954,749,1408,686,2088,3,0,2,6,0,3,797,62,58,0,BrkSide,1Story,Detchd,TA,Gd,Y,53.69348923796031,0.0,127795.0
326,8443,8,6,1963,2019,551,1097,597,1706,1,1,3,8,1,3,703,220,150,0,NAmes,2Story,BuiltIn,TA,Gd,Y,61.010619294551645,0.0,175505.0
327,6436,10,8,2003,2013,294,1909,0,1894,3,1,4,9,0,0,0,81,0,0,NAmes,SFoyer,Attchd,Gd,Gd,Y,63.31874088566101,153.0,228414.0
328,7874,4,1,1909,1914,811,1583,574,2143,1,0,1,4,2,3,805,0,0,0,Edwards,2Story,Detchd,TA,TA,Y,21.0,0.0,178551.0
329,10563,4,1,1982,1986,1830,1111,90,1199,2,0,3,8,2,1,204,0,0,0,Sawyer,1Story,Detchd,TA,Fa,Y,89.08636733695941,223.0,222913.0
330,7147,3,2,1966,2008,1158,966,0,946,1,1,5,7,1,2,497,51,0,0,OldTown,1Story,Detchd,TA,Gd,Y,49.14979527590803,483.0,183426.0
331,6445,7,6,1923,1947,1425,1658,603,2279,2,0,4,8,1,0,0,38,75,0,NAmes,1Story,BuiltIn,Gd,TA,Y,85.1687843283091,117.0,237088.0
332,9872,3,9,1904,1921,689,1532,413,1943,2,0,4,9,0,0,0,258,168,0,BrkSide,1Story,Attchd,Ex,TA,N,,0.0,67246.0
333,9877,3,4,1966,1978,420,614,0,619,1,0,2,6,1,2,532,0,0,0,Crawfor,1Story,Detchd,Gd,Ex,Y,59.936786740647506,243.0,179654.0
334,7311,10,3,1957,1999,561,1562,0,1553,3,0,3,8,1,2,613,71,159,0,NWAmes,SLvl,BuiltIn,TA,TA,Y,,74.0,266666.0
335,7417,5,8,1926,2003,1011,1091,0,1092,2,1,5,8,0,2,623,0,80,0,NWAmes,2Story,Attchd,Ex,TA,Y,100.545650985412,0.0,225940.0
336,9826,5,9,1979,2006,252,822,950,1764,3,0,2,4,1,0,0,219,168,0,NWAmes,2Story,Attchd,TA,Gd,Y,105.44718667436118,212.0,409079.0
337,5017,6,5,2012,2013,647,397,0,404,1,0,2,6,1,1,219,0,0,0,NWAmes,1Story,Attchd,TA,TA,Y,91.99755167835004,274.0,166936.0
338,5100,8,9,1914,1972,815,1047,0,1040,2,1,1,4,2,1,263,0,100,0,CollgCr,1Story,BuiltIn,TA,Gd,Y,75.83245301762742,0.0,264896.0
339,6718,10,2,1934,1993,521,1145,551,1697,3,1,4,8,2,2,658,0,8,110,Timber,2Story,Attchd,Ex,Ex,Y,72.98580490324498,496.0,187150.0
340,8222,6,3,1975,2002,200,1753,500,2262,2,1,5,8,2,0,0,230,89,0,Timber,SLvl,Attchd,TA,Gd,Y,93.90503960620264,366.0,163232.0
341,10141,1,7,2004,2022,1165,1513,732,2244,1,0,4,6,1,3,698,0,0,0,BrkSide,2Story,Attchd,TA,TA,Y,67.23480635422239,0.0,102124.0
342,16157,8,7,1952,2007,1068,928,238,1172,2,1,3,8,0,0,0,65,114,0,BrkSide,SLvl,Detchd,Gd,Gd,Y,98.98840671819477,177.0,160279.0
343,12620,8,6,1943,1969,1361,1297,0,1314,1,0,1,4,2,2,723,135,151,0,BrkSide,1.5Fin,BuiltIn,Fa,TA,Y,,107.0,155605.0
344,8400,9,6,1925,1956,605,1463,0,1476,3,1,2,6,1,0,0,190,0,0,Edwards,1Story,BuiltIn,Gd,TA,Y,91.5948113171396,290.0,237194.0
345,8887,9,2,1946,1954,1353,1182,859,2059,2,0,1,5,2,0,0,0,0,0,CollgCr,1Story,Attchd,TA,TA,Y,98.27204212244428,0.0,318821.0
346,5996,2,6,1933,2016,1661,926,356,1298,3,1,2,5,0,0,0,0,0,0,NridgHt,2Story,,Gd,TA,Y,45.841511311361856,478.0,128533.0
347,8889,2,4,1986,2013,1154,947,774,1701,1,1,1,3,0,3,702,0,0,0,BrkSide,1Story,BuiltIn,TA,Gd,Y,,173.0,109815.0
348,7978,3,3,1994,1994,806,1296,0,1290,1,0,2,4,0,2,783,0,193,0,OldTown,1Story,Attchd,TA,TA,Y,,92.0,186034.0
349,10189,1,2,1949,2016,1108,1306,441,1758,3,1,4,9,0,2,575,236,113,0,NWAmes,1Story,Attchd,Gd,Gd,Y,,453.0,148858.0
350,6432,4,1,1983,2016,786,1038,0,1025,3,1,4,9,0,2,590,0,17,0,NridgHt,1Story,CarPort,TA,TA,Y,56.412910419030354,0.0,95512.0
351,11022,4,5,1911,2022,720,300,913,1225,1,1,4,8,0,1,301,0,0,0,Sawyer,SLvl,Detchd,TA,TA,Y,,180.0,174083.0
352,16532,9,2,1986,1988,1323,659,0,656,3,1,4,8,1,1,298,0,1,0,NWAmes,1Story,Detchd,TA,TA,Y,24.543278117782513,,226442.0
353,8574,9,2,1903,1928,994,1385,0,1393,1,1,1,6,2,2,732,242,0,0,Sawyer,1Story,Attchd,Gd,Gd,Y,,95.0,254879.0
354,10516,9,7,1986,1993,1532,340,1142,1493,3,0,2,7,0,0,0,0,0,372,NridgHt,2Story,BuiltIn,Gd,TA,Y,87.86477147168362,231.0,175178.0
355,11802,10,8,1947,1952,873,1599,0,1611,1,0,4,9,2,0,0,0,97,0,NWAmes,2Story,Detchd,TA,TA,N,,250.0,231838.0
356,7627,7,8,1954,1977,913,1543,0,1527,1,1,1,4,2,2,721,0,116,0,BrkSide,2Story,BuiltIn,Gd,Gd,Y,82.62302299341644,339.0,178191.0
357,9795,2,4,2011,2017,823,1165,599,1761,2,1,2,7,1,3,755,113,109,0,NAmes,SLvl,,TA,Gd,Y,61.85848965072495,405.0,140195.0
358,9000,10,1,1900,1993,601,1377,0,1366,1,0,1,4,0,3,878,0,166,0,BrkSide,1.5Fin,,Ex,Gd,Y,47.6847864498712,0.0,136480.0
359,9312,5,7,2017,2021,1375,1350,881,2246,1,0,4,7,0,0,0,0,40,0,Edwards,2Story,CarPort,Gd,TA,Y,52.110942401641914,0.0,241718.0
360,6573,4,1,1988,2000,1924,1105,0,1117,2,1,3,8,1,0,0,60,0,0,Edwards,1Story,Attchd,TA,TA,Y,68.04594571263087,236.0,198069.0
361,9043,8,4,1965,1969,897,627,703,1332,2,0,1,3,1,1,267,101,114,0,Somerst,2Story,CarPort,TA,Gd,Y,51.369575466449746,0.0,143868.0
362,10929,2,8,1929,1953,777,1517,0,1536,3,1,4,6,1,3,702,113,80,0,Sawyer,2Story,Attchd,TA,TA,Y,53.09472141764864,0.0,205323.0
363,16001,6,2,1902,1921,751,1684,0,1668,3,1,5,9,1,0,0,0,121,0,SawyerW,1.5Fin,CarPort,TA,Gd,Y,69.16898147244078,287.0,172771.0
364,13143,5,6,2021,2022,778,690,0,703,1,1,2,7,1,0,0,91,0,0,NAmes,SFoyer,Attchd,TA,TA,Y,34.54469782154487,206.0,167224.0
365,21189,2,6,1920,2001,1709,613,0,616,3,1,4,8,2,2,677,182,0,0,Gilbert,2Story,Detchd,TA,TA,Y,48.20320579512296,0.0,147903.0
366,6588,10,9,1988,2005,762,1098,0,1094,3,0,5,10,1,1,219,0,0,0,NWAmes,2Story,Attchd,Fa,TA,Y,,102.0,283898.0
367,12694,1,5,1983,1984,815,912,170,1092,1,0,1,5,0,3,1028,0,0,0,SawyerW,1Story,BuiltIn,TA,Gd,Y,75.86299708011177,0.0,300668.0
368,9636,8,4,1948,2021,553,1205,0,1191,2,0,1,4,0,3,803,24,15,0,Sawyer,1Story,Attchd,TA,TA,Y,89.02742670833045,0.0,225599.0
369,21502,2,5,2015,2021,1167,1609,0,1605,2,1,5,10,1,1,362,233,67,0,CollgCr,1Story,Attchd,Gd,Gd,Y,73.40886833819035,50.0,240392.0
370,6481,7,5,1985,1996,1023,300,0,307,1,0,5,7,1,0,0,0,189,0,NridgHt,1Story,BuiltIn,TA,TA,Y,70.68034605481475,0.0,146618.0
371,6400,9,8,1984,1996,595,1750,0,1767,1,1,2,7,1,3,870,0,163,0,Somerst,1Story,Detchd,Gd,TA,Y,84.01468333328202,223.0,171948.0
372,7046,9,8,1961,2010,692,995,0,996,1,1,1,5,1,3,841,107,0,0,CollgCr,1Story,Attchd,Ex,TA,Y,74.18663937710399,201.0,267116.0
373,3829,8,2,1996,2010,1663,1344,0,1338,1,0,5,9,1,3,838,0,138,0,BrkSide,2Story,Attchd,Gd,Ex,Y,48.61367446690069,91.0,170680.0
374,7256,10,7,2015,2015,1063,1385,0,1401,1,1,3,7,0,2,505,79,84,0,NAmes,2Story,Attchd,Gd,TA,Y,52.40978564424758,154.0,210545.0
375,6610,9,8,1937,1991,1090,1429,243,1666,1,1,3,7,2,1,237,0,0,0,CollgCr,2Story,Detchd,Gd,TA,Y,106.88468447293619,175.0,306685.0
376,9510,2,6,1914,1988,1092,1173,788,1965,3,1,5,9,1,3,796,275,0,0,BrkSide,2Story,,TA,TA,Y,,109.0,130856.0
377,10267,6,5,2021,2021,1607,1262,765,2027,3,0,2,6,1,1,327,267,0,0,SawyerW,1Story,Detchd,TA,TA,Y,86.19421222850123,0.0,286582.0
378,18967,4,9,2021,2021,631,1259,0,1276,3,1,1,3,1,0,0,111,54,0,Gilbert,SFoyer,Attchd,Gd,TA,Y,47.81489441873126,298.0,162320.0
379,13097,4,3,2009,2015,891,910,871,1762,2,0,3,7,0,1,333,74,0,0,BrkSide,1Story,Attchd,TA,TA,Y,,222.0,131101.0
380,7109,5,4,1951,2003,982,481,888,1375,1,1,5,7,0,2,571,0,184,0,Crawfor,SLvl,,TA,Gd,Y,60.53482262253648,178.0,244948.0
381,6251,3,9,1978,2003,361,686,0,697,1,0,5,10,2,2,622,0,33,0,Sawyer,1Story,Attchd,TA,TA,Y,79.34796791575664,225.0,163887.0
382,10902,1,6,1945,1958,683,1110,422,1532,3,1,4,7,2,1,313,0,0,0,OldTown,2Story,Detchd,Gd,Gd,Y,69.55115364322702,452.0,147380.0
383,5281,8,8,1924,1968,1468,851,0,834,2,0,5,7,2,2,634,165,0,0,Somerst,1Story,Attchd,TA,TA,Y,74.0915845628836,0.0,157566.0
384,18631,5,7,1920,1963,1354,851,1035,1884,3,0,2,7,2,3,842,230,197,0,BrkSide,1Story,BuiltIn,Gd,TA,Y,60.31378756563531,70.0,163126.0
385,14353,3,2,1987,2010,1424,1833,84,1898,1,1,3,6,0,2,564,291,131,0,CollgCr,1Story,CarPort,Gd,Gd,Y,,0.0,249975.0
386,7422,10,3,2020,2020,814,1476,0,1481,1,1,4,6,2,0,0,27,173,0,Crawfor,1.5Fin,Attchd,Gd,TA,Y,65.94210718623178,208.0,296583.0
387,4513,7,1,2021,2021,863,1054,0,1067,3,1,3,5,1,1,238,0,124,655,Sawyer,1Story,Detchd,TA,TA,Y,83.47934977452991,0.0,221409.0
388,15391,7,9,1904,1954,334,1405,0,1398,3,1,3,8,0,1,232,90,0,0,Edwards,2Story,Detchd,TA,TA,N,,433.0,201621.0
389,8554,1,7,1969,2011,1422,990,573,1557,1,0,2,6,0,0,0,0,60,0,BrkSide,1Story,Attchd,Gd,Gd,Y,,444.0,71532.0
390,14693,9,1,2012,2018,1488,1192,0,1191,3,1,5,7,0,0,0,0,0,0,SawyerW,1Story,Attchd,Gd,Gd,Y,36.89630799341933,0.0,257071.0
391,4732,2,3,2006,2017,1483,1317,667,1997,1,0,2,4,1,0,0,257,0,0,Crawfor,SLvl,Detchd,TA,Fa,Y,,40.0,223709.0
392,7046,5,4,2011,2017,1691,991,236,1242,3,1,5,10,0,0,0,0,68,0,Gilbert,SLvl,Attchd,TA,Gd,Y,85.66344868912847,0.0,179165.0
393,8974,5,4,2007,2018,1218,889,250,1137,2,0,4,8,1,3,1080,244,56,0,OldTown,2Story,BuiltIn,Gd,TA,Y,76.76316364200957,0.0,245810.0
394,9125,8,5,1946,2005,1672,1615,698,2301,1,0,2,5,2,2,601,297,138,0,BrkSide,1Story,Attchd,TA,Gd,Y,52.069312188828164,279.0,197887.0
395,7479,8,3,1986,2018,969,1383,468,1837,2,0,2,6,0,2,523,0,11,0,Sawyer,1Story,Attchd,Fa,Gd,Y,70.96147023928573,0.0,270247.0
396,11488,7,3,1967,1985,343,300,540,849,3,1,1,5,1,3,977,227,124,0,Sawyer,SFoyer,Attchd,Gd,TA,Y,74.61239384823152,0.0,221354.0
397,5842,7,1,1990,2017,1394,896,0,888,2,1,2,7,0,0,0,127,42,0,OldTown,1Story,Attchd,TA,Gd,Y,82.82077168910368,51.0,182884.0
398,8459,6,7,1917,1968,328,853,927,1786,3,0,1,5,2,1,290,0,0,0,Crawfor,1.5Fin,Detchd,Ex,Fa,Y,110.04585928264663,433.0,235900.0
399,9396,6,1,1920,1968,1118,913,1239,2166,2,0,5,10,0,1,226,269,76,0,NWAmes,1Story,Attchd,TA,TA,N,21.0,56.0,173144.0
400,11001,9,2,1991,1995,1432,1477,605,2074,2,0,5,8,2,1,219,0,0,0,SawyerW,SFoyer,BuiltIn,Gd,TA,Y,96.63533048094718,189.0,298391.0
401,11904,6,4,1998,2000,1179,1157,0,1151,2,0,5,7,0,0,0,177,58,0,Mitchel,1Story,,Gd,Ex,Y,,78.0,211656.0
402,5710,2,4,1985,2018,1961,621,825,1434,1,0,1,3,1,3,972,190,0,0,Somerst,1Story,BuiltIn,TA,Fa,Y,47.33410494199906,0.0,147735.0
403,4848,2,5,2003,2005,263,1004,0,1006,2,1,5,10,2,3,1073,0,0,0,SawyerW,2Story,Attchd,TA,Gd,Y,73.62749126967934,0.0,135995.0
404,14929,5,2,1922,1961,1016,1355,0,1370,3,0,3,8,0,3,742,0,149,0,NWAmes,SFoyer,,Gd,TA,Y,,0.0,199511.0
405,10228,4,4,1963,1978,1056,1066,639,1724,3,1,2,6,2,2,677,269,0,0,NridgHt,SFoyer,Attchd,Ex,Gd,N,108.40530153441668,0.0,140452.0
406,6638,2,1,1966,2003,512,905,0,887,1,1,1,5,2,2,665,127,0,0,SawyerW,1.5Fin,Detchd,Gd,Gd,Y,47.534485376062236,196.0,107189.0
407,16654,3,2,1939,2015,588,1275,911,2199,1,1,5,7,1,2,520,0,0,0,OldTown,1.5Fin,Attchd,TA,TA,N,51.33077651652841,30.0,177780.0
408,9379,7,1,2013,2019,711,1764,0,1762,3,0,3,5,1,2,671,220,0,0,Gilbert,2Story,Attchd,TA,TA,Y,41.55407670551129,0.0,157873.0
409,14353,8,4,1909,1962,610,1325,1182,2514,2,0,2,4,1,1,317,0,121,0,SawyerW,1.5Fin,CarPort,TA,Gd,Y,75.12644356038302,,243420.0
410,9200,6,4,1988,2009,1006,1644,970,2616,3,0,2,7,1,1,325,0,74,0,CollgCr,SLvl,Attchd,TA,TA,Y,,0.0,280340.0
411,20420,5,7,1951,1966,808,930,360,1309,1,0,5,8,2,3,1100,0,74,0,Gilbert,2Story,Detchd,TA,TA,Y,91.72487749326137,137.0,138683.0
412,18072,1,9,2012,2014,1177,1146,0,1132,1,1,3,6,2,2,648,0,82,0,Crawfor,2Story,Attchd,TA,TA,Y,79.70889413349803,221.0,234771.0
413,8106,8,9,1971,2015,1309,1139,1004,2134,3,1,1,6,0,3,583,0,0,0,Somerst,2Story,BuiltIn,TA,Gd,Y,89.65692879091763,473.0,226800.0
414,13208,3,5,2018,2021,1282,1195,895,2083,2,1,5,9,0,0,0,0,0,0,Mitchel,2Story,BuiltIn,TA,Gd,Y,39.487174330620434,171.0,248290.0
415,11592,6,1,1974,1995,885,1317,0,1311,2,0,2,5,0,2,434,0,156,0,OldTown,SLvl,Attchd,TA,Gd,Y,108.56084949582072,389.0,183945.0
416,15482,3,1,1960,1980,1163,800,0,782,1,0,2,6,1,2,572,0,0,0,Timber,1Story,Detchd,Gd,Gd,Y,98.53911874151717,154.0,152739.0
417,6087,7,6,1963,1988,1464,1395,0,1389,3,0,2,4,2,3,851,101,0,308,NridgHt,1Story,BuiltIn,Gd,Gd,Y,58.35765150042815,275.0,188501.0
418,11783,7,2,1904,2007,1228,531,406,940,3,0,5,7,2,3,769,47,119,0,BrkSide,2Story,Detchd,Gd,TA,Y,,219.0,171391.0
419,13675,9,8,2021,2021,1793,642,0,629,1,0,4,8,0,0,0,0,11,0,Edwards,1Story,Detchd,TA,Ex,Y,86.41699757040709,275.0,279151.0
420,4431,5,9,2008,2016,1442,1961,0,1945,3,0,4,6,0,3,776,0,175,0,BrkSide,2Story,Detchd,Gd,TA,Y,,11.0,174845.0
421,5578,8,4,1952,2016,1737,956,428,1367,1,1,4,9,2,2,533,299,0,0,Timber,SLvl,Attchd,Gd,Fa,Y,53.82543377117857,0.0,178644.0
422,3961,10,5,1954,1959,53,1427,0,1420,2,1,3,7,1,1,274,58,0,0,Gilbert,2Story,Detchd,Fa,Fa,Y,47.3892744792672,84.0,130652.0
423,8040,10,8,1936,1958,1088,1795,926,2716,2,0,5,9,0,0,0,0,112,0,NWAmes,SLvl,Detchd,TA,TA,Y,67.86974556677156,221.0,256254.0
424,11932,8,3,1955,2018,920,300,0,299,3,1,2,6,0,0,0,0,14,0,Crawfor,1Story,Attchd,Fa,Gd,Y,60.23262368834715,0.0,224759.0
425,16332,1,5,1958,2000,1000,1577,873,2453,2,1,3,6,2,2,534,273,0,0,Timber,SLvl,CarPort,Gd,Ex,Y,52.720856185459894,0.0,138620.0
426,9224,5,3,2008,2018,728,1396,0,1381,2,1,4,8,2,1,331,0,0,0,Gilbert,2Story,Attchd,TA,TA,Y,50.559317736824894,9.0,109256.0
427,17179,3,3,2001,2013,1208,1773,864,2647,1,1,1,5,0,3,835,0,0,0,Edwards,1Story,Attchd,Gd,Ex,Y,,498.0,195619.0
428,5156,1,3,1992,2002,326,701,0,686,1,0,3,7,0,3,950,0,0,0,SawyerW,2Story,Attchd,Ex,Gd,Y,43.817836188084655,260.0,123989.0
429,4530,4,7,1968,1985,1211,1701,394,2109,3,1,3,6,1,1,267,0,123,0,CollgCr,SFoyer,,Gd,TA,Y,,319.0,260261.0
430,8758,8,7,1972,1994,741,869,0,863,1,0,5,7,1,1,389,142,140,0,NWAmes,1Story,Attchd,TA,Gd,Y,,0.0,213779.0
431,10442,3,7,1958,1978,849,1550,0,1558,3,0,3,6,1,2,597,0,114,0,Timber,2Story,,Gd,TA,Y,78.83382121400402,0.0,145871.0
432,8838,10,8,2011,2019,1225,1136,590,1708,3,1,5,10,1,3,1036,0,0,0,Edwards,SLvl,Attchd,TA,TA,Y,100.42174261746597,0.0,314655.0
433,3916,2,5,1901,2003,1081,1442,0,1432,1,0,1,5,0,2,504,0,146,0,Edwards,1Story,Detchd,TA,TA,Y,,0.0,139670.0
434,8641,9,5,1964,1986,1471,1168,0,1150,2,1,2,7,0,3,786,58,0,0,CollgCr,2Story,Attchd,Gd,TA,Y,53.52946633474585,272.0,316045.0
435,5314,10,4,2003,2015,662,451,236,694,2,0,2,5,0,3,809,14,31,0,Somerst,2Story,Detchd,Gd,Gd,Y,,0.0,180322.0
436,11706,5,7,1959,2002,1017,300,1097,1386,2,0,4,6,1,1,378,284,0,0,Mitchel,1Story,,Gd,TA,Y,82.58917806723016,20.0,232508.0
437,10369,7,4,1950,1996,1405,1229,0,1241,2,1,4,6,0,2,542,202,86,0,Gilbert,2Story,Attchd,TA,Gd,Y,70.33642389650775,15.0,186489.0
438,6149,2,2,1929,1968,1194,1049,440,1484,3,1,1,5,2,1,247,0,148,0,SawyerW,1Story,BuiltIn,Ex,TA,Y,69.45396831058518,0.0,194468.0
439,7291,9,4,1910,1960,1220,1301,720,2010,2,0,2,4,1,2,664,0,0,0,Gilbert,1.5Fin,,TA,Gd,Y,46.54497715312144,282.0,201203.0
440,5862,9,8,1991,2000,1493,1054,913,1979,3,1,4,7,2,3,847,0,141,0,OldTown,1Story,Detchd,Gd,TA,Y,21.0,114.0,315159.0
441,8733,4,9,2007,2013,887,1916,631,2562,1,0,3,6,1,0,0,0,0,222,Crawfor,1Story,Attchd,TA,Fa,Y,82.26692292484299,0.0,246443.0
442,13122,4,3,1975,2022,803,1237,744,1963,1,1,5,7,0,0,0,213,48,0,Timber,2Story,Detchd,Gd,Ex,Y,91.60012300343462,297.0,101187.0
443,6037,6,7,1938,2021,1280,980,703,1667,3,0,4,8,1,2,599,0,31,0,NWAmes,1Story,BuiltIn,Gd,Gd,Y,60.40498833944024,399.0,240247.0
444,10955,10,9,1989,2015,990,1278,0,1269,2,0,1,5,2,2,645,0,0,0,NridgHt,1Story,Attchd,Gd,Gd,Y,,428.0,161947.0
445,7243,10,4,1976,1981,1498,987,0,979,3,0,2,5,1,1,311,0,0,0,Mitchel,1.5Fin,Detchd,TA,TA,Y,55.50689076715076,0.0,334998.0
446,6521,10,3,2022,2022,1197,1185,703,1891,2,0,1,3,2,3,782,0,10,0,Timber,SLvl,Attchd,Gd,Gd,Y,,39.0,227038.0
447,8579,6,5,1971,1997,800,687,0,698,2,0,5,8,0,0,0,0,0,0,OldTown,SLvl,Attchd,TA,TA,Y,92.13727024868435,275.0,175536.0
448,5918,1,1,1962,1970,1185,1146,0,1141,3,1,5,8,2,1,119,0,67,0,Edwards,2Story,CarPort,Gd,TA,Y,49.43569348468036,231.0,167764.0
449,7176,9,3,1963,2015,688,968,0,979,3,0,1,6,0,2,484,131,188,0,NridgHt,SLvl,Attchd,Fa,TA,Y,84.2003295488781,0.0,119542.0
450,5546,2,8,1960,2004,1428,723,738,1477,2,1,4,7,2,3,795,0,89,0,BrkSide,SLvl,Attchd,TA,TA,Y,59.05001130123817,0.0,126864.0
451,19651,5,8,1953,2009,491,1900,383,2298,3,1,4,8,0,1,277,0,109,0,Sawyer,1Story,Detchd,TA,Gd,Y,26.131530217164773,394.0,240564.0
452,9082,9,4,1991,2021,1538,738,0,738,2,0,2,4,2,1,269,224,132,0,Gilbert,1Story,Attchd,TA,Gd,Y,62.44769701867616,92.0,196228.0
453,6769,4,2,2021,2021,1178,1152,0,1143,3,0,2,4,0,2,784,0,163,0,Edwards,1Story,Attchd,Gd,TA,N,,307.0,168420.0
454,9755,3,8,1993,2018,984,844,0,844,1,1,3,8,0,3,898,0,191,0,Crawfor,2Story,Detchd,Gd,TA,Y,54.92174709341518,386.0,203599.0
455,8561,7,8,1972,2011,1355,1262,0,1262,2,0,3,8,0,0,0,0,0,0,CollgCr,SLvl,Attchd,TA,Ex,N,,20.0,268536.0
456,8197,6,4,2002,2017,1254,665,1265,1915,1,0,2,6,2,1,306,0,70,0,SawyerW,2Story,Attchd,Fa,Gd,Y,70.17786115262008,436.0,250966.0
457,11449,8,3,1994,2006,1582,1469,0,1457,3,1,3,8,2,2,591,0,0,0,Sawyer,2Story,Attchd,Gd,Gd,Y,,0.0,318893.0
458,12124,3,2,1957,2005,1578,1923,947,2850,1,1,1,4,0,1,238,134,0,0,NAmes,1Story,Detchd,TA,Gd,Y,103.93159402309269,0.0,169345.0
459,7243,5,9,1984,2006,1190,830,399,1220,3,1,4,7,1,2,583,139,137,0,NWAmes,1Story,BuiltIn,Gd,Gd,Y,52.55537689739201,486.0,231587.0
460,7112,10,1,1955,1974,701,1612,0,1605,2,1,3,7,0,2,602,0,98,0,Sawyer,2Story,CarPort,Fa,TA,Y,70.23381562737578,10.0,242096.0
461,8022,4,7,2010,2014,833,1004,540,1529,3,1,3,5,1,2,641,0,20,0,OldTown,SFoyer,Attchd,Gd,TA,Y,,464.0,206715.0
462,3566,4,5,1933,1949,1021,1722,0,1702,3,1,1,5,0,3,626,0,0,0,SawyerW,1Story,Detchd,Gd,Gd,Y,54.289497133390206,408.0,222205.0
463,4884,4,8,2018,2021,1482,1981,0,1982,2,0,5,10,2,0,0,253,41,0,Edwards,SLvl,CarPort,TA,TA,Y,71.60802476920539,49.0,237188.0
464,15471,10,4,1930,1970,867,1061,1189,2263,3,1,2,4,1,3,1009,7,71,0,SawyerW,1Story,Attchd,TA,Gd,Y,91.6065932576324,472.0,293470.0
465,17291,8,7,1951,2016,900,572,0,562,2,1,1,3,2,0,0,0,0,0,Edwards,2Story,,TA,TA,Y,58.56490009842171,264.0,218574.0
466,8106,6,5,1988,2012,1789,1510,0,1492,3,0,5,7,1,2,461,170,0,0,CollgCr,2Story,,TA,TA,Y,,44.0,318589.0
467,11278,3,5,1975,2015,1008,1235,0,1220,2,0,1,6,1,0,0,0,72,0,Crawfor,SLvl,Attchd,TA,TA,Y,44.66525808845577,0.0,158294.0
468,10142,10,9,1900,1905,796,1340,279,1604,1,0,4,7,1,3,834,0,117,0,BrkSide,1Story,Attchd,Ex,Gd,Y,90.83220642217684,317.0,175664.0
469,30685,5,9,1954,1991,1360,1020,941,1960,3,0,1,4,1,1,307,0,0,0,SawyerW,1Story,Attchd,Gd,Gd,Y,73.48817078020645,270.0,301423.0
470,14014,6,9,1921,1926,1027,813,1040,1853,3,0,1,6,2,3,820,116,0,0,Somerst,1Story,Attchd,Gd,TA,Y,,274.0,177628.0
471,8508,5,6,1939,1983,494,1590,691,2262,3,0,4,9,1,3,754,0,131,0,Mitchel,SLvl,,TA,Gd,Y,,0.0,270292.0
472,6110,6,6,2000,2010,1466,1271,273,1549,2,1,2,6,0,3,866,0,98,0,Crawfor,1Story,,TA,Gd,N,69.80151862738575,422.0,289812.0
473,4709,8,5,2010,2011,751,601,0,611,3,0,5,9,0,3,799,218,0,0,OldTown,1Story,,TA,Gd,Y,77.3521125105759,34.0,236229.0
474,9714,7,9,1900,1939,1067,1411,1137,2553,2,0,3,6,1,3,907,225,0,0,Crawfor,2Story,Detchd,TA,TA,Y,55.640047511192414,0.0,315043.0
475,6617,5,8,1964,1966,1022,1334,0,1345,3,0,2,7,2,0,0,270,0,0,BrkSide,2Story,Detchd,Gd,Gd,Y,57.370005488988625,0.0,112123.0
476,5070,10,7,2020,2022,1142,1026,762,1777,1,0,1,5,2,0,0,101,127,0,NAmes,1.5Fin,Attchd,TA,Fa,Y,64.20677404274181,0.0,253546.0
477,6914,6,7,1962,2014,173,1765,0,1767,3,1,3,8,1,1,332,0,0,0,CollgCr,SLvl,Detchd,Ex,Gd,Y,73.32243749913484,322.0,232540.0
478,5810,4,6,2005,2007,915,915,0,900,1,0,4,9,2,3,1112,0,22,0,BrkSide,2Story,,TA,Gd,Y,105.33055105203275,0.0,104317.0
479,17585,9,5,1953,1976,1499,1085,946,2033,2,0,2,5,2,3,1058,0,84,0,Crawfor,SLvl,Attchd,Gd,TA,Y,52.33977789944921,0.0,345159.0
